_module,_source_file,VALUE,QUANTITY,DETAILS
Fourier,FOURIER+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,6,
Fourier,FOURIER+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,2,
Frisson,FRISSON+Build+and+BOM.pdf,100nF,2,
Frisson,FRISSON+Build+and+BOM.pdf,10uF,2,
Frisson,FRISSON+Build+and+BOM.pdf,C1,8,
Frisson,FRISSON+Build+and+BOM.pdf,C2,8,
Frisson,FRISSON+Build+and+BOM.pdf,C3,1,
Frisson,FRISSON+Build+and+BOM.pdf,C4,1,
Frisson,FRISSON+Build+and+BOM.pdf,1k,10,
Frisson,FRISSON+Build+and+BOM.pdf,1k5,1,
Frisson,FRISSON+Build+and+BOM.pdf,7k5,2,
Frisson,FRISSON+Build+and+BOM.pdf,10k,10,
Frisson,FRISSON+Build+and+BOM.pdf,47k,1,
Frisson,FRISSON+Build+and+BOM.pdf,100k,2,
Frisson,FRISSON+Build+and+BOM.pdf,1M,8,
Frisson,FRISSON+Build+and+BOM.pdf,RL,8,
Frisson,FRISSON+Build+and+BOM.pdf,RLvac,1,
Frisson,FRISSON+Build+and+BOM.pdf,TL072 / TL082,5,
Frisson,FRISSON+Build+and+BOM.pdf,TL074 / TL084 / LF347,1,
Frisson,FRISSON+Build+and+BOM.pdf,LDR,8,
Frisson,FRISSON+Build+and+BOM.pdf,3mm bipolar LEDs,8,
Frisson,FRISSON+Build+and+BOM.pdf,3mm LED,1,
Frisson,FRISSON+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Frisson,FRISSON+Build+and+BOM.pdf,Schottky diodes,2,
Frisson,FRISSON+Build+and+BOM.pdf,PJ-3001F 3.5mm Mono Phone Jack,10,
Frisson,FRISSON+Build+and+BOM.pdf,10k pot,1,
Frisson,FRISSON+Build+and+BOM.pdf,100k pots,4,
Frisson,FRISSON+Build+and+BOM.pdf,on-on toggle switch,1,
Frisson,FRISSON+Build+and+BOM.pdf,20 Pin 2.54mm Single Row Female Pin Header,2,
Frisson,FRISSON+Build+and+BOM.pdf,15 Pin 2.54mm Single Row Female Pin Header,2,
Frisson,FRISSON+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,2,
Frisson,FRISSON+Build+and+BOM.pdf,Slow,,Medium
Frisson,FRISSON+Build+and+BOM.pdf,470n,,100n
Frisson,FRISSON+Build+and+BOM.pdf,1u,,220n
Frisson,FRISSON+Build+and+BOM.pdf,10u,,10u
Frisson,FRISSON+Build+and+BOM.pdf,10u,,nothing
Frolic,FROLIC+Build+and+BOM.pdf,10n,1,
Frolic,FROLIC+Build+and+BOM.pdf,100n,12,
Frolic,FROLIC+Build+and+BOM.pdf,1uF,1,
Frolic,FROLIC+Build+and+BOM.pdf,10uF,2,
Frolic,FROLIC+Build+and+BOM.pdf,1k,5,
Frolic,FROLIC+Build+and+BOM.pdf,2k2,16,
Frolic,FROLIC+Build+and+BOM.pdf,10k,23,
Frolic,FROLIC+Build+and+BOM.pdf,47k,10,
Frolic,FROLIC+Build+and+BOM.pdf,100k,37,
Frolic,FROLIC+Build+and+BOM.pdf,4M7,1,
Frolic,FROLIC+Build+and+BOM.pdf,RL,8,
Frolic,FROLIC+Build+and+BOM.pdf,TL072 or TL082,1,
Frolic,FROLIC+Build+and+BOM.pdf,TL074 or TL084,4,
Frolic,FROLIC+Build+and+BOM.pdf,CD4516,1,
Frolic,FROLIC+Build+and+BOM.pdf,CD4028 or HEF4028,1,
Frolic,FROLIC+Build+and+BOM.pdf,CD4532,1,
Frolic,FROLIC+Build+and+BOM.pdf,DG408 or DG508,1,
Frolic,FROLIC+Build+and+BOM.pdf,LL4148,13,
Frolic,FROLIC+Build+and+BOM.pdf,BC847,8,
Frolic,FROLIC+Build+and+BOM.pdf,3mm LEDs,8,
Frolic,FROLIC+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Frolic,FROLIC+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Frolic,FROLIC+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,25,
Frolic,FROLIC+Build+and+BOM.pdf,100k pot,11,
Frolic,FROLIC+Build+and+BOM.pdf,10 pin header,5,
Frolic,FROLIC+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,5,
Gator,GATOR+build+and+BOM.pdf,3.5mm jack,8,
Gator,GATOR+build+and+BOM.pdf,LL4148 diodes,7,
Gator,GATOR+build+and+BOM.pdf,100k,1,
George,George+Build+and+BOM.pdf,100n,3,
George,George+Build+and+BOM.pdf,10uF,2,
George,George+Build+and+BOM.pdf,RL,6,
George,George+Build+and+BOM.pdf,2k2,12,
George,George+Build+and+BOM.pdf,10k,9,
George,George+Build+and+BOM.pdf,100k,5,
George,George+Build+and+BOM.pdf,2M2,2,
George,George+Build+and+BOM.pdf,TL072 or TL082,1,
George,George+Build+and+BOM.pdf,LL4148 diode,2,
George,George+Build+and+BOM.pdf,BC847,6,
George,George+Build+and+BOM.pdf,4011,3,
George,George+Build+and+BOM.pdf,3mm LED,6,
George,George+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
George,George+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
George,George+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,8,
GooGooMux,GooGooMux+Build+and+BOM.pdf,100n,2,
GooGooMux,GooGooMux+Build+and+BOM.pdf,10uF,2,
GooGooMux,GooGooMux+Build+and+BOM.pdf,470R,1,
GooGooMux,GooGooMux+Build+and+BOM.pdf,10k,5,
GooGooMux,GooGooMux+Build+and+BOM.pdf,100k,9,
GooGooMux,GooGooMux+Build+and+BOM.pdf,2M2,4,
GooGooMux,GooGooMux+Build+and+BOM.pdf,RL,3,
GooGooMux,GooGooMux+Build+and+BOM.pdf,LL4148 diode,4,
GooGooMux,GooGooMux+Build+and+BOM.pdf,TL072 or TL082,2,
GooGooMux,GooGooMux+Build+and+BOM.pdf,DG408,1,
GooGooMux,GooGooMux+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
GooGooMux,GooGooMux+Build+and+BOM.pdf,"Schottky, power rectifier or 10R (worst option)",2,
GooGooMux,GooGooMux+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,13,
GooGooMux,GooGooMux+Build+and+BOM.pdf,Tri-Color LED SMD Chip Red/Pure Green/Blue Color Water Clear Lens,1,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,1M pot,2,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,100k pot,1,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,3.5mm jack,14,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,3mm LED,8,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,LL4148 diodes,11,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,TL074,4,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,TL072,1,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,"DG202 or DG212 (default slow mode), DG201 or DG211 (default fast mode)",1,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,S1JL or similar,2,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,Eurorack power connector,1,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,10uF,6 (or 10),
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,100nF,9,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,1k,12,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,2k2,2,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,10k,11,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,100k,21,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,120k,1,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,220k,2,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,470k,1,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,1M,2,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,10 Pin 2.54mm Single Row Pin Header Strip,4,
Hyperchaos Deluxe,HYPERCHAOS+DELUXE+build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,4,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,1nF,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,10nF,7,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,100nF or 104,4,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,1uF,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,10uF,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,RL,4,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,1k,9,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,10k,7,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,22k,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,100k,16,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,120k,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,220k,1,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,1M,4,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,2M2,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,TL072 or TL082,6,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,TL074 or TL084,1,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,DG211 or DG411,1,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,BC857,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,single vactrol,2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,LL4148,4,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,12,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Pin Header Strip,3,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,100k pot,4,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,LED (3mm or 5mm),1,
Helvetica Scenario,Helvetica+Scenario+Build+and+BOM.pdf,3mm bipolar LED,2,
IMMIX,IMMIX+Build+and+BOM.pdf,100pF,1,
IMMIX,IMMIX+Build+and+BOM.pdf,10uF,2,
IMMIX,IMMIX+Build+and+BOM.pdf,220R,12,
IMMIX,IMMIX+Build+and+BOM.pdf,1k,7,
IMMIX,IMMIX+Build+and+BOM.pdf,27k,1,
IMMIX,IMMIX+Build+and+BOM.pdf,51k,18,
IMMIX,IMMIX+Build+and+BOM.pdf,TL072 or TL082,1,
IMMIX,IMMIX+Build+and+BOM.pdf,SSI2190,1,
IMMIX,IMMIX+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
IMMIX,IMMIX+Build+and+BOM.pdf,"Schottky, power rectifier or 10R (worst option)",2,
IMMIX,IMMIX+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,19,
Isolate,ISOLATE+Build+and+BOM.pdf,100pF,2,
Isolate,ISOLATE+Build+and+BOM.pdf,2n7,8,
Isolate,ISOLATE+Build+and+BOM.pdf,12n,8,
Isolate,ISOLATE+Build+and+BOM.pdf,27n,4,
Isolate,ISOLATE+Build+and+BOM.pdf,47n,4,
Isolate,ISOLATE+Build+and+BOM.pdf,10uF,2,
Isolate,ISOLATE+Build+and+BOM.pdf,1k,8,
Isolate,ISOLATE+Build+and+BOM.pdf,1k5,4,
Isolate,ISOLATE+Build+and+BOM.pdf,6k8,4,
Isolate,ISOLATE+Build+and+BOM.pdf,10k,4,
Isolate,ISOLATE+Build+and+BOM.pdf,15k,6,
Isolate,ISOLATE+Build+and+BOM.pdf,22k,2,
Isolate,ISOLATE+Build+and+BOM.pdf,33k,2,
Isolate,ISOLATE+Build+and+BOM.pdf,100k,10,
Isolate,ISOLATE+Build+and+BOM.pdf,120k,4,
Isolate,ISOLATE+Build+and+BOM.pdf,TL072 or TL082,6,
Isolate,ISOLATE+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Isolate,ISOLATE+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Isolate,ISOLATE+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,10,
Isolate,ISOLATE+Build+and+BOM.pdf,100k pot,6,
Intimacy,Intimacy+Build+and+BOM.pdf,22pF,1,
Intimacy,Intimacy+Build+and+BOM.pdf,47pF,2,
Intimacy,Intimacy+Build+and+BOM.pdf,470pF,1,
Intimacy,Intimacy+Build+and+BOM.pdf,820pF,1,
Intimacy,Intimacy+Build+and+BOM.pdf,1n2 (1.2nF),1,
Intimacy,Intimacy+Build+and+BOM.pdf,6n8 (6.8nF),2,
Intimacy,Intimacy+Build+and+BOM.pdf,33n,1,
Intimacy,Intimacy+Build+and+BOM.pdf,47n,1,
Intimacy,Intimacy+Build+and+BOM.pdf,68n,1,
Intimacy,Intimacy+Build+and+BOM.pdf,100n,5,
Intimacy,Intimacy+Build+and+BOM.pdf,120n,1,
Intimacy,Intimacy+Build+and+BOM.pdf,270n,2,
Intimacy,Intimacy+Build+and+BOM.pdf,10uF,5,
Intimacy,Intimacy+Build+and+BOM.pdf,430R,1,
Intimacy,Intimacy+Build+and+BOM.pdf,470R,2,
Intimacy,Intimacy+Build+and+BOM.pdf,820R,1,
Intimacy,Intimacy+Build+and+BOM.pdf,1k,3,
Intimacy,Intimacy+Build+and+BOM.pdf,1k1,2,
Intimacy,Intimacy+Build+and+BOM.pdf,1k6,3,
Intimacy,Intimacy+Build+and+BOM.pdf,3k3,2,
Intimacy,Intimacy+Build+and+BOM.pdf,4k7,1,
Intimacy,Intimacy+Build+and+BOM.pdf,5k6,2,
Intimacy,Intimacy+Build+and+BOM.pdf,10k,2,
Intimacy,Intimacy+Build+and+BOM.pdf,12k,2,
Intimacy,Intimacy+Build+and+BOM.pdf,20k,2,
Intimacy,Intimacy+Build+and+BOM.pdf,27k,5,
Intimacy,Intimacy+Build+and+BOM.pdf,33k,1,
Intimacy,Intimacy+Build+and+BOM.pdf,36k,1,
Intimacy,Intimacy+Build+and+BOM.pdf,47k,2,
Intimacy,Intimacy+Build+and+BOM.pdf,100k,6,
Intimacy,Intimacy+Build+and+BOM.pdf,120k,1,
Intimacy,Intimacy+Build+and+BOM.pdf,220k,1,
Intimacy,Intimacy+Build+and+BOM.pdf,430k,1,
Intimacy,Intimacy+Build+and+BOM.pdf,470k,2,
Intimacy,Intimacy+Build+and+BOM.pdf,RL,2,
Intimacy,Intimacy+Build+and+BOM.pdf,TL072 or TL082,5,
Intimacy,Intimacy+Build+and+BOM.pdf,LM13700M,1,
Intimacy,Intimacy+Build+and+BOM.pdf,LL4148,1,
Intimacy,Intimacy+Build+and+BOM.pdf,BC857,1,
Intimacy,Intimacy+Build+and+BOM.pdf,BC847,3,
Intimacy,Intimacy+Build+and+BOM.pdf,5V1 zener diode,2,
Intimacy,Intimacy+Build+and+BOM.pdf,LEDs,2,
Intimacy,Intimacy+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Intimacy,Intimacy+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Intimacy,Intimacy+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,5,
Intimacy,Intimacy+Build+and+BOM.pdf,50k or 100k pot,8,
Intimacy,Intimacy+Build+and+BOM.pdf,1MC pot (reverse log/reverse audio),4,
Intimacy,Intimacy+Build+and+BOM.pdf,10 pin header,3,
Intimacy,Intimacy+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,3,
Intimacy,Intimacy+Build+and+BOM.pdf,42TM018-RC,1,
LDRama,LDRama+Build+and+BOM.pdf,100nF or 104,6,
LDRama,LDRama+Build+and+BOM.pdf,10uF,2,
LDRama,LDRama+Build+and+BOM.pdf,RL,12,
LDRama,LDRama+Build+and+BOM.pdf,1k,68,
LDRama,LDRama+Build+and+BOM.pdf,22k,6,
LDRama,LDRama+Build+and+BOM.pdf,33k,12,
LDRama,LDRama+Build+and+BOM.pdf,47k,3,
LDRama,LDRama+Build+and+BOM.pdf,100k,54,
LDRama,LDRama+Build+and+BOM.pdf,TL072 or TL082,15,
LDRama,LDRama+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
LDRama,LDRama+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
LDRama,LDRama+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,21,
LDRama,LDRama+Build+and+BOM.pdf,100k pot,1,
LDRama,LDRama+Build+and+BOM.pdf,LED (3mm or 5mm),12,
LDRama,LDRama+Build+and+BOM.pdf,GL12528 LDR,48,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,47pF,1,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,100nF,6,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,10uF,2,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,RL,3,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,1k,1,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,2k2,2,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,3k3,2,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,10k,17,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,22k,4,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,33k,1,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,68k,4,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,100k,3,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,150k,1,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,220k,1,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,2M2,4,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,TL072 or TL082,3,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,BC857,2,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,LL4148,5,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,LED,3,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R",2,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,12,
Let's Get Fenestrated,LET'S+GET+FENESTRATED+Build+and+BOM.pdf,100k pot,6,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,33p,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,100p,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,1n,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,3n9,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,5n6,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,8n2,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,10n,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,12n,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,18n,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,22n,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,27n,6,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,33n,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,39n,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,56n,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,100n,11,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,10uF,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,220R,24,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,470R,8,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,560R,8,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,1k,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,12k,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,15k,8,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,18k,8,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,22k,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,27k,7,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,33k,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,39k,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,47k,7,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,49k9,12,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,51k,12,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,56k,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,100k,5,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,120k,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,150k,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,180k,9,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,220k,8,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,470k,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,1M,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,2M trimpot SIDE ADJUST,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,TL072 or TL082,4,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,TL074 or TL084,5,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,BC847,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,SSI2190,2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R (worst option)",2,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,17,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,1,
Logorrhea,LOGORRHEA+Build+and+BOM.pdf,10 Pin 2.54mm Single,4,
Lux,LUX+Build+and+BOM.pdf,10uF,2,
Lux,LUX+Build+and+BOM.pdf,1k,2,
Lux,LUX+Build+and+BOM.pdf,10M (try 1M instead),2,
Lux,LUX+Build+and+BOM.pdf,Photodiode,2,
Lux,LUX+Build+and+BOM.pdf,TL072 or TL082,1,
Lux,LUX+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Lux,LUX+Build+and+BOM.pdf,"Schottky, power rectifier or 10R, optional - for reverse voltage protection...or not",2,
Lux,LUX+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,2,
Macrame,MACRAME+Build+and+BOM.pdf,150p,2,
Macrame,MACRAME+Build+and+BOM.pdf,100n,10,
Macrame,MACRAME+Build+and+BOM.pdf,10uF,2,
Macrame,MACRAME+Build+and+BOM.pdf,220R,18,
Macrame,MACRAME+Build+and+BOM.pdf,1k,6,
Macrame,MACRAME+Build+and+BOM.pdf,2k,6,
Macrame,MACRAME+Build+and+BOM.pdf,27k,4,
Macrame,MACRAME+Build+and+BOM.pdf,51k,18,
Macrame,MACRAME+Build+and+BOM.pdf,100k,38,
Macrame,MACRAME+Build+and+BOM.pdf,120k,6,
Macrame,MACRAME+Build+and+BOM.pdf,200k,6,
Macrame,MACRAME+Build+and+BOM.pdf,RL,6,
Macrame,MACRAME+Build+and+BOM.pdf,TL074 or TL084,7,
Macrame,MACRAME+Build+and+BOM.pdf,BCM857DS,6,
Macrame,MACRAME+Build+and+BOM.pdf,SSI2190,2,
Macrame,MACRAME+Build+and+BOM.pdf,3mm bi-polar LED,6,
Macrame,MACRAME+Build+and+BOM.pdf,Eurorack 10 pin power connector,1,
Macrame,MACRAME+Build+and+BOM.pdf,"S1JL, Schottky, power rectifier or 10R (worst option)",2,
Macrame,MACRAME+Build+and+BOM.pdf,3.5MM SOCKET Kobiconn style,20,
Macrame,MACRAME+Build+and+BOM.pdf,100k pot,24,
Macrame,MACRAME+Build+and+BOM.pdf,3.5mm stereo socket,1,
Macrame,MACRAME+Build+and+BOM.pdf,6.35mm mono jack,2,
Macrame,MACRAME+Build+and+BOM.pdf,40 Pin 2.54mm Single Row Pin Header Strip,2,
Macrame,MACRAME+Build+and+BOM.pdf,10 Pin 2.54mm Single Row Female Pin Header,6,
MBD BOM And,MBD+BOM+and+build.pdf,TL072 (5),SOIC,
MBD BOM And,MBD+BOM+and+build.pdf,BC547 (18),marked ‘n’ or unmarked,
MBD BOM And,MBD+BOM+and+build.pdf,BC557 (4),marked ‘p’,
MBD BOM And,MBD+BOM+and+build.pdf,single vactrols (4),I used Silonex NSL32,
MBD BOM And,MBD+BOM+and+build.pdf,100k pots (12),like this one from Tayda,
MBD BOM And,MBD+BOM+and+build.pdf,jacks (12),Kobiconn style,
MBD BOM And,MBD+BOM+and+build.pdf,power connector (1),Eurorack 10 pin,
MBD BOM And,MBD+BOM+and+build.pdf,1N4148 (4),thru hole diode,
MBD BOM And,MBD+BOM+and+build.pdf,100μF (1),electro cap,
MBD BOM And,MBD+BOM+and+build.pdf,10μF (4),electro cap,
MBD BOM And,MBD+BOM+and+build.pdf,1μF (2),electro cap,
MBD BOM And,MBD+BOM+and+build.pdf,1μF/105 (2),0805,
MBD BOM And,MBD+BOM+and+build.pdf,100nF/104 (7),0805,
MBD BOM And,MBD+BOM+and+build.pdf,10nF (3),0805,
MBD BOM And,MBD+BOM+and+build.pdf,1nF (5),"0805 (or 22nF for four of them, see MODS below)",
MBD BOM And,MBD+BOM+and+build.pdf,220nF/224 (1),0805,
MBD BOM And,MBD+BOM+and+build.pdf,22nF/223 (1),0805,
MBD BOM And,MBD+BOM+and+build.pdf,2.2nF/222 (6),0805,
MBD BOM And,MBD+BOM+and+build.pdf,47nF/473 (11),0805,
MBD BOM And,MBD+BOM+and+build.pdf,4.7nF/472 (1),0805,
MBD BOM And,MBD+BOM+and+build.pdf,3.3nF/332 (4),0805,
MBD BOM And,MBD+BOM+and+build.pdf,47pF (2),0805,
MBD BOM And,MBD+BOM+and+build.pdf,220R (8),0805,
MBD BOM And,MBD+BOM+and+build.pdf,470R (4),0805,
MBD BOM And,MBD+BOM+and+build.pdf,1k (10),0805,
